package_name,dependency_pkg
sgl-dair,ogb
sgl-dair,gensim
sgl-dair,scikit-learn
sgl-dair,tqdm
sgl-dair,numpy
sgl-dair,torch
sgl-dair,munkres
sgl-dair,openbox
sgl-dair,scipy
sgl-dair,networkx
paddlefsl,tqdm
paddlefsl,requests
paddlefsl,numpy
cellvgae,anndata
cellvgae,torch-sparse
cellvgae,scikit-learn
cellvgae,tqdm
cellvgae,torch
cellvgae,matplotlib
cellvgae,scanpy
cellvgae,termcolor
cellvgae,numpy
cellvgae,pandas
cellvgae,torch-scatter
cellvgae,torch-geometric
cellvgae,seaborn
cellvgae,hdbscan
cellvgae,umap-learn
gratin,setuptools
gratin,fbm
gratin,umap-learn[parametric_umap]
gratin,pytorch-lightning
gratin,pytest-cov
gratin,tqdm
gratin,scipy
gratin,torch
gratin,matplotlib
gratin,keras
gratin,numpy
gratin,pytest
gratin,sphinx
gratin,importlib-metadata
gratin,tensorflow
solitairenet,numpy
dm-clrs,tfds-nightly
dm-clrs,jax
dm-clrs,dm-haiku
dm-clrs,optax
dm-clrs,numpy
dm-clrs,opt-einsum
dm-clrs,attrs
dm-clrs,chex
dm-clrs,jaxlib
dm-clrs,absl-py
dm-clrs,toolz
dm-clrs,tensorflow
dm-clrs,six
nebula-dgl,nebula3-python
deep-xf,statsmodels
deep-xf,jupyter
deep-xf,scikit-learn
deep-xf,tqdm
deep-xf,shap
deep-xf,pandas
deep-xf,matplotlib
deep-xf,keras
deep-xf,torch
deep-xf,py-ecg-detectors
deep-xf,ipython
deep-xf,pandas-profiling
deep-xf,seaborn
neuralkg,IPython
neuralkg,pytorch-lightning
neuralkg,wandb
neuralkg,PyYAML
libauc,scikit-image
libauc,opencv-python
libauc,scikit-learn
libauc,Pillow
libauc,pandas
libauc,numpy
libauc,torch
bijou,tqdm
bijou,requests
bijou,torch
bijou,matplotlib
bijou,networkx
sagod,sklearn
sagod,torch
sagod,numpy
sagod,torch-geometric
sagod,pyod
fostool,scikit-learn
fostool,pandas
fostool,matplotlib
fostool,numpy
fostool,addict
fostool,pyyaml
graphscope,gs-include
graphscope,gs-apps
graphscope,gs-engine
graphscope,gs-coordinator
graphscope-client,pytest-cov
graphscope-client,PyYAML
graphscope-client,protobuf
graphscope-client,grpcio-tools
graphscope-client,black
graphscope-client,pylint
graphscope-client,nest-asyncio
graphscope-client,flake8
graphscope-client,Pygments
graphscope-client,gremlinpython
graphscope-client,pytest-timeout
graphscope-client,wheel
graphscope-client,pyarrow
graphscope-client,tqdm
graphscope-client,pandas
graphscope-client,isort
graphscope-client,vineyard
graphscope-client,recommonmark
graphscope-client,networkx
graphscope-client,vineyard-io
graphscope-client,breathe
graphscope-client,kubernetes
graphscope-client,pysimdjson
graphscope-client,Cython
graphscope-client,numpy
graphscope-client,scipy
graphscope-client,m2r2
graphscope-client,sphinx
graphscope-client,docutils
graphscope-client,grpcio
graphscope-client,tomli
graphscope-client,psutil
graphscope-client,pytest
graphscope-client,sphinx-rtd-theme
graphscope-client,msgpack
graphscope-client,packaging
graphscope-client,orjson
gs-coordinator,setuptools
gs-coordinator,vineyard-io
gs-coordinator,flake8
gs-coordinator,grpcio
gs-coordinator,kubernetes
gs-coordinator,PyYAML
gs-coordinator,protobuf
gs-coordinator,tqdm
gs-coordinator,etcd-distro
gs-coordinator,isort
gs-coordinator,vineyard
gs-coordinator,black
gs-coordinator,graphscope-client
gs-coordinator,packaging
gs-coordinator,prometheus-client
gs-coordinator,grpcio-tools
gs-coordinator,cmake
pygnn,flake8
pygnn,jupyter
pygnn,click
pygnn,jupyterlab
pygnn,black
pygnn,dgl-cu101
gcastle,scikit-learn
gcastle,tqdm
gcastle,pandas
gcastle,matplotlib
gcastle,numpy
gcastle,scipy
gcastle,networkx
graphgallery,pytest-cov
graphgallery,gensim
graphgallery,yacs
graphgallery,scikit-learn
graphgallery,tqdm
graphgallery,numba
graphgallery,numpy
graphgallery,tabulate
graphgallery,pandas
graphgallery,pytest
graphgallery,scipy
graphgallery,networkx
olorenchemengine,pytest-cov
olorenchemengine,pytorch-lightning
olorenchemengine,gcsfs
olorenchemengine,protobuf
olorenchemengine,pyrebase4
olorenchemengine,plotly
olorenchemengine,typing-extensions
olorenchemengine,mordred
olorenchemengine,ogb
olorenchemengine,pytest-timeout
olorenchemengine,tensorboard
olorenchemengine,gspread
olorenchemengine,pandas
olorenchemengine,torchmetrics
olorenchemengine,google-cloud-firestore
olorenchemengine,firebase-admin
olorenchemengine,setuptools
olorenchemengine,Cython
olorenchemengine,google-auth-oauthlib
olorenchemengine,furo
olorenchemengine,descriptastorus
olorenchemengine,sphinx
olorenchemengine,selfies
olorenchemengine,gensim
olorenchemengine,hyperopt
olorenchemengine,pytest
olorenchemengine,ipython
olorenchemengine,xgboost
olorenchemengine,google-cloud-storage
olorenchemengine,importlib-metadata
olorenchemengine,pubchempy
progres,mmtf-python
progres,biopython
progres,einops
graphistry,mock
graphistry,types-requests
graphistry,annoy
graphistry,joblib
graphistry,typing-extensions
graphistry,flake8
graphistry,gremlinpython
graphistry,sentence-transformers
graphistry,pyarrow
graphistry,build
graphistry,pandas
graphistry,networkx
graphistry,palettable
graphistry,Jinja2
graphistry,dgl
graphistry,python-igraph
graphistry,sphinx-autodoc-typehints
graphistry,pandas-stubs
graphistry,requests
graphistry,numpy
graphistry,torch
graphistry,squarify
graphistry,neo4j
graphistry,scipy
graphistry,sphinx
graphistry,umap-learn
graphistry,mypy
graphistry,dirty-cat
graphistry,docutils
graphistry,xlrd
graphistry,scikit-learn
graphistry,pytest
graphistry,sphinx-rtd-theme
graphistry,ipython
graphistry,neotime
graphistry,packaging
graphistry,openpyxl
pgl,cython
pgl,numpy
torchview,graphviz
torchview,torch
dive-into-graphs,pytest-cov
dive-into-graphs,pyscf
dive-into-graphs,rdkit-pypi
dive-into-graphs,tqdm
dive-into-graphs,shap
dive-into-graphs,sympy
dive-into-graphs,pandas
dive-into-graphs,captum
dive-into-graphs,IPython
dive-into-graphs,pytest
dive-into-graphs,cilog
dive-into-graphs,mock
dive-into-graphs,typed-argument-parser
dive-into-graphs,scipy
dive-into-graphs,hydra-core
LibRecommender,gensim
LibRecommender,scikit-learn
LibRecommender,tqdm
LibRecommender,pandas
LibRecommender,numpy
LibRecommender,cython
LibRecommender,torch
LibRecommender,scipy
LibRecommender,tensorflow
graphwar,pytest-cov
graphwar,scikit-learn
graphwar,tqdm
graphwar,pandas
graphwar,tabulate
graphwar,numpy
graphwar,termcolor
graphwar,matplotlib
graphwar,pytest
graphwar,scipy
kgcnn,rdkit
kgcnn,click
kgcnn,brotli
kgcnn,openbabel
kgcnn,keras-tuner
kgcnn,tensorflow-gpu
kgcnn,sympy
kgcnn,pandas
kgcnn,matplotlib
kgcnn,networkx
kgcnn,pymatgen
kgcnn,tensorflow
kgcnn,requests
kgcnn,numpy
kgcnn,ase
kgcnn,scipy
kgcnn,pyyaml
kgcnn,scikit-learn
kgcnn,visual-graph-datasets
kgcnn,tensorflow-addons
greatx,pytest-cov
greatx,scikit-learn
greatx,tqdm
greatx,pandas
greatx,tabulate
greatx,numpy
greatx,termcolor
greatx,matplotlib
greatx,pytest
greatx,scipy
paper-kits,jieba
paper-kits,PyQt6
