package_name,language
moorkh,Python
neural-structured-learning,Python
adversarial-gym,Python
pyradox-generative,Python
TensorPG,Python
dcgan-pytorch,Python
keras-adversarial,Python
pygan,Python
gan-pytorch,Python
adversarial-labeller,Python
pycomposer,Python
fauxtograph,Python
Adversarials,Python
generative,Unix Shell
generative,Python
adversarial-friend,Python
acellera-generative,Python
