package_name,dependency_pkg
plenario-api,plenario-mailer-core
plenario-api,plenario-core
jquote-api,requests
jquote-api,pandas
jquote-api,bs4
jquote-api,numpy
jquote-api,jsonpath
devsecops-api,requests
devsecops-api,click
TelegramBot-API,requests
onedep-api,six
onedep-api,coverage
onedep-api,requests
onedep-api,check-manifest
