package_name,dependency_pkg
libervia-backend,lxml
libervia-backend,sat-tmp
libervia-backend,progressbar2
libervia-backend,jinja2
libervia-backend,CairoSVG
libervia-backend,urwid-satext
libervia-backend,python-dateutil
libervia-backend,markdown
libervia-backend,python-potr
libervia-backend,netifaces
libervia-backend,twisted[tls]
libervia-backend,omemo
libervia-backend,pillow
libervia-backend,omemo-backend-signal
libervia-backend,mutagen
libervia-backend,urwid
libervia-backend,pyyaml
libervia-backend,babel
libervia-backend,wokkel
resc-backend,aiofiles
resc-backend,uvicorn
resc-backend,amqp
resc-backend,cryptography
resc-backend,python-multipart
resc-backend,GitPython
resc-backend,sqlalchemy
resc-backend,tomlkit
resc-backend,waitress
resc-backend,pyjwt[crypto]
resc-backend,requests
resc-backend,alembic
resc-backend,fastapi
resc-backend,typing
resc-backend,packaging
resc-backend,pydantic
resc-backend,celery
resc-backend,tenacity
saveToCsvfile,pandas
errbot-backend-webapp,flask-sockets
errbot-backend-webapp,Jinja2
django-imap-backend,Django
dictum-backend-vertica,dictum-core
dictum-backend-vertica,sqlalchemy-vertica-python
backend.ai-cli,click
backend.ai-cli,backend.ai-plugin
backend.ai-cli,attrs
backend.ai-cli,types-click
pysigma-backend-insightidr,pysigma
dictum-backend-postgres,dictum-core
dictum-backend-postgres,psycopg2-binary
anyconfig-msgpack-backend,anyconfig
anyconfig-msgpack-backend,msgpack
django-clickhouse-backend,clickhouse-driver
django-clickhouse-backend,clickhouse-pool
django-clickhouse-backend,django
pysigma-backend-opensearch,pysigma-backend-elasticsearch
pysigma-backend-opensearch,pysigma
delphai-backend-utils,azure-identity
delphai-backend-utils,azure-keyvault
delphai-backend-utils,memoization
delphai-backend-utils,coloredlogs
delphai-backend-utils,keyring
delphai-backend-utils,kubernetes
delphai-backend-utils,python-dotenv
delphai-backend-utils,omegaconf
license-manager-backend,loguru
license-manager-backend,aws-psycopg2
license-manager-backend,uvicorn
license-manager-backend,databases[postgresql]
license-manager-backend,asyncpg
license-manager-backend,fastapi
license-manager-backend,SQLAlchemy
license-manager-backend,armasec
license-manager-backend,sentry-sdk
license-manager-backend,python-dotenv
license-manager-backend,SQLAlchemy-Utils
license-manager-backend,jwt
wirepas-backend-client,wirepas-messaging
wirepas-backend-client,pycryptodome
wirepas-backend-client,paho-mqtt
wirepas-backend-client,PyYAML
wirepas-backend-client,websocket-client
wirepas-backend-client,fluent-logger
wirepas-backend-client,pandas
wirepas-backend-client,cbor2
oebl-research-backend,oebl-irs-workflow
oebl-research-backend,apis-core
oebl-research-backend,celery
oebl-research-backend,django-celery-results
ancypwn-backend-unix,appdirs
ancypwn-backend-unix,docker
ancypwn-backend-unix,daemonize
err-backend-discord,discord.py
pysigma-backend-elasticsearch,pysigma
matplotlib-backend-notcurses,matplotlib
ovos-backend-client,ovos-plugin-manager
ovos-backend-client,timezonefinder
ovos-backend-client,json-database
ovos-backend-client,ovos-utils
ovos-backend-client,SpeechRecognition
pysigma-backend-splunk,pysigma-pipeline-sysmon
pysigma-backend-splunk,pysigma
cc-backend-lib,email-validator
cc-backend-lib,mailjet-rest
cc-backend-lib,aiohttp
cc-backend-lib,redis
cc-backend-lib,PyMonad
cc-backend-lib,geojson-pydantic
cc-backend-lib,pydantic
cc-backend-lib,toolz
